filepath,Category
Dataset/preproses/feature_extract/Neutral/real-80-_png.rf.8594bc48791fbef78bd09760c0fc2e7f.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_93701188_jpg.rf.592d134bb0a5c60176e6fd9689df6623.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_22851386_jpg.rf.a6be39fe0973ba3986ba72bbfa07fc68.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0004_jpg.rf.f36544aaa3a331caf30c162db5913c37.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_93890708_jpg.rf.09118a9360bdd238bfab791d5238e7f5.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0003_jpg.rf.7e132eecf6219c722619d1eda3377982.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_94835141_jpg.rf.84333aa9dae0a01e9ef24d79df932148.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/new_real-15-_jpg.rf.e81e0139717d26be2836cb462881b562.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/new_real-36-_jpg.rf.8dd2f3284638a5aaadbd5a9629777d1c.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0069_jpg.rf.e2c01e41e280acf8c5c33993f3fcc6b7.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_95145649_jpg.rf.4ee595da99df8279cfbd10c87fbd3f39.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-15-_png.rf.28a913140c00712950c5477d59f00c70.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/0-770-_jpg.rf.36924da54d0ae8fcea4dda4c8780d147.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/andr_video_8_frame44_jpg.rf.fb6f167ea1987a197239fb59322a8ab8.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/thereal3_png.rf.b36e15fd91d0b384f95771edc31da5bb.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_95025437_jpg.rf.ff6efc565da497a00b32f91039d25fd9.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0121_jpg.rf.d97b387afab540c263eb743b202e9058.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0119_jpg.rf.a85995a33dfdf183f2d822893d42dd9f.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0097_jpg.rf.aaa85e733e0be7b7373fa8919533be90.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-94-_png.rf.6ae60a0163f33889b3a9cb4dc8f1e505.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0143_jpg.rf.a4132e14a576f35af23222be8fb5b2c1.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_23146617_jpg.rf.f2901da53d38f60860de0170a23d2e4c.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0121_jpg.rf.18e084431d67635eae80b9343c6dab7f.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-26-_png.rf.74ba3bedb0d4cd414fe9ae340cde9064.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0049_jpg.rf.9d7a5470917a74efe04cb253151df228.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_97816945_jpg.rf.88edc530cbaf012e9fb33db6da56461a.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0090_jpg.rf.de4d4e699f50f13e54fc4669d022df79.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0020_jpg.rf.85f66a2b35984582223c6f216042ec76.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0039_jpg.rf.1a176db3c8759ffc33614222a7b309d3.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_95061282_jpg.rf.fc88f5514318546a9bbe387d83c53795.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_93561071_jpg.rf.fb7f25c93ade3b9c1aa7194180cfc775.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_96384657_jpg.rf.ca2c2a09f89cc6dab875398a99566ce0.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0014_jpg.rf.e44d0d7cddc3b1f9d7fddf790f8bfb76.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_23147095_jpg.rf.a382aecd7e74abc7fc16157a566b7b6b.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0125_jpg.rf.623367f1dd14d8e2d7cca2c77c9fce44.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_93962532_jpg.rf.ff74feeeeba4fcee32a8f89c3f2d0f98.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0110_jpg.rf.b5ce956e44459060ed855ae62fe7f66d.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_23638725_jpg.rf.384d8358dff042b2f54e08f0e7f89a08.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_94257884_jpg.rf.1af858196d7bf68d18b91065f263c7f5.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0002_jpg.rf.5e402a9a50c7388cc15051225a1eb934.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0086_jpg.rf.a29e39d3ce5fa4d332740c7317964134.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-14-_png.rf.ba7952f0431a46e60ee5553196902a80.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/andr_video_22_frame62_jpg.rf.c66ab294a6fa4cc01f884bbc1cbd3699.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0092_jpg.rf.c636dedbe9a20b3ca33c167222eecf90.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_24066606_jpg.rf.1b2fa40d32bc50ee3ad1f3c48f076a48.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_97010208_jpg.rf.a2350657c48b3840460b492f0098f724.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_95221375_jpg.rf.7a873c01574100254477366bced1429e.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-10-_png.rf.f8268b21a4c3084ee2dee5d48681ff39.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0052_jpg.rf.c0e80555a78c764ed503ef232c8de6df.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/andr_video_3_frame15_jpg.rf.379b1e1440370c1808c417d9dd4605d5.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_97243426_jpg.rf.7d4ba6b4fc84a131e71dae75cd19161f.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/thereal22_jpg.rf.e7d469f6d84da9f4959ce890c0209ae1.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_97184442_jpg.rf.5430c7a1e5634ace64d0e37af4dc35f8.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_92944325_jpg.rf.a51e98e20be42079a1777f8db4be5d29.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_22792509_jpg.rf.288724c45b9e23ea8cfb4ecd4de3055f.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0064_jpg.rf.012b5284ef8eeabc1cdd5403ac34ec7c.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_97983458_jpg.rf.4f72b40667f2974e25cf685ac1a6589f.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0081_jpg.rf.f09e2c0fb0ce189837ab007e0f57bbf9.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_22680644_jpg.rf.2e046ae93a786f82977cbf01dd9985a0.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/thereal8_png.rf.69821d80a42d66b5d70de3d4bc0b276d.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_98951388_jpg.rf.ccab0ed48843a8350027b6e0ce9485fd.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0005_jpg.rf.cd61e7d986ccfd49df077b81c3f34c19.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-2-_png.rf.d70e3cd811d0241c8366826728e08dd2.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0065_jpg.rf.19bf2b536d3bc3ed33661e2359653a72.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-62-_png.rf.9cb31971c7710f7353e0b1ff0385e458.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_95070303_jpg.rf.1d0a8303055ad5a71ee8eb9a90ff6c7a.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_98985854_jpg.rf.8eb875fd59a11f86b31d68dea366c4f2.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0025_jpg.rf.12ac2e093d0b0a4e037d365fe8cb870f.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_95952911_jpg.rf.f99552f76a784ecec600c8c6d1559ca9.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0127_jpg.rf.cddafd1b429823f9e555264b01fb8085.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_99369006_jpg.rf.c7fc2d10aca1d6640948318435a49ae6.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/andr_video_16_frame22_jpg.rf.3611d1ad2e84146596fba3dc895ec342.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0037_jpg.rf.a0f99785f8e8d20e878ea6e03e9ff90c.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_94701485_jpg.rf.ccd895d43a6b86972edadaede2f36692.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0028_jpg.rf.48e3bb7ac3914028ca7a073cf99fb982.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0042_jpg.rf.38e001580effd91a45b670defeb2b9f1.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/andr_video_12_frame9_jpg.rf.3cec58cc18d337c779d115b188efa59b.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_23696276_jpg.rf.0560d724fc4421ae9d6dd5fec72f1cbb.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0123_jpg.rf.79ee1101841c9d2b01b02577df7fb2e7.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_96959294_jpg.rf.ace443eb482506e7df7aa1eb0158177f.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_95846338_jpg.rf.54ee9f0e0a94e7141ed42ff9a07e60c5.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0083_jpg.rf.40fb9cb0d417019952470401242e14d2.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0072_jpg.rf.61d19058de026e455936daa85d4c9931.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_98844918_jpg.rf.2abbcfeb59579ec331cbf257d77fd3fe.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_98527754_jpg.rf.fa4a5f3ac9da555a7ae9f85ce371f0c2.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0013_jpg.rf.931a89ed11c02f2b4d4848970b801d1c.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_99435068_jpg.rf.06148a872f23a809000586ba31385869.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0125_jpg.rf.48813e2a2d1af1fbc5d62ca93a8e17f9.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0071_jpg.rf.5d6da716d4adc6a2acc31a0b3596737c.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/new_real-17-_jpg.rf.723cb68893c64f0af7ee82caf24a9576.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0117_jpg.rf.f0357414b2bb653d08e94db820a34034.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0079_jpg.rf.cb12a7ea71de2f8c6d87ceece37f65ac.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/ios_video_5_frame7_jpg.rf.689fb80e3049e448e00b7e031f3c3904.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0039_jpg.rf.f1b47b81538897e505273f8e3d121917.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-59-_png.rf.fbb3b33a3a39e1ea6459f8647d59e4ee.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_97421063_jpg.rf.6069541327ce787c4ed0c134fd3e4be0.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0170_jpg.rf.d8f792c60d33b3157da436155b524aa9.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0029_jpg.rf.663b67d99ceb5fa49e5e9704d24f99a1.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/1-373-_jpg.rf.40641e2138b6c9ee9ba3929464e302ee.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-90-_png.rf.1707d3da587b0edad73dd059f1fc3d93.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0047_jpg.rf.35a9b866239a4fa0e3773c49b48bf73e.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/thereal9_png.rf.23321672b71fa9503446f329ca518c54.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_21769688_jpg.rf.fb1d060a1c944c724335075d2ef01f11.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0052_jpg.rf.c62ce47978fe2d6ac3a593dbacb2fc61.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_93658164_jpg.rf.2bbc3bd36eee3d76a00a59957db76af3.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0128_jpg.rf.4bf2b0cf505200b3bf615d55b33f97af.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0159_jpg.rf.5278ee263a390b1a276e1df5bbabd92e.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/ios_video_7_frame7_jpg.rf.176fad952ae9b0a39c5d921d5a0fa215.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-38-_png.rf.d7781cc1e413b8019d01899093ee853f.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0082_jpg.rf.be7ab34b47cab886b0a8a387b408a4f1.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0110_jpg.rf.aed67d9bf5db5820e8da6b94dacf96d4.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_99170268_jpg.rf.6c47c695b9d0b2d8a4a5853c6ea6f653.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0088_jpg.rf.0927bfe47ad4b37a7c511d0923b011da.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_92783968_jpg.rf.6b440928ed0b606e00615863a2d74fbc.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0118_jpg.rf.df608ff6d72e582f90422d0c4d3a3945.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_98470407_jpg.rf.cc6de8786a6cf709a1966db92635b38e.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0005_jpg.rf.648dc061b232bc2b0bde468eefdaa7e5.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0067_jpg.rf.294444e42be400fb5d6fd0eb3a8efd9a.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_98537713_jpg.rf.2c08141f4835417e6669c724b7f62906.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_94200554_jpg.rf.d5eb71fe2b8a87cf29b16415ba5b99b8.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0007_jpg.rf.44498cd93d402622222557da2a80e903.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_94414573_jpg.rf.aa7174e92651624d0b2015b96cdc169b.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_23893514_jpg.rf.17bf41c58a5c7b1f6e1e2db25df126a5.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_99672252_jpg.rf.a4ea2290a55c87f96651dd2d8c01be2f.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0033_jpg.rf.49ced392a99e5dccd936a86fd9b0494f.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/new_real-22-_jpg.rf.7e8f6f69c910ffd420665d3062c18b38.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_97625645_jpg.rf.8227f7ec0f7c9cc42a74d30abbeb30fc.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_98838891_jpg.rf.026ba5cd3e16c814a2c7b117a35616a0.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0010_jpg.rf.be7c562cfb7b9920e80633750f9505a6.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0020_jpg.rf.40108b65980b880c05fa8fcaeb28b0fd.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0076_jpg.rf.e90a8cae8288c59bb84389d9ee9cf918.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0184_jpg.rf.324b634a06d723e652bb120d4faf8535.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0128_jpg.rf.88661ec7eba25c09f18d6167fe6ccc69.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0021_jpg.rf.665e3fa15e4262d628d6bab8bdc8f196.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_24022585_jpg.rf.8540b00cd79eeec9564ab77139e8b9ee.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_94220541_jpg.rf.49d3195a51047effb74a3205d2aa0bd9.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0019_jpg.rf.96422e601899545fba17c205b22c2a0e.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0028_jpg.rf.99371cf75f4515c2de0676e7a080bf65.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0129_jpg.rf.0e6223fa2309496387ecf4dc3ec32e2c.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_98426162_jpg.rf.7ef88ead8e13b446efba1c39be9a483e.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-71-_png.rf.2ac836676efa294436cfd5895ae0fe63.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0091_jpg.rf.1755a928ffe9ff9c86a4a0cfa6e5db99.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0131_jpg.rf.984e8383ff474ca3c1b3d34ce6d4d4ee.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0035_jpg.rf.4394ac2e5de2501de21b9c4602679ca7.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-35-_png.rf.161590adcd70015e75c9ac581c6d6dd1.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_94135970_jpg.rf.98d276821d7c24e14032ce1d50e6bbcc.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0004_jpg.rf.1bf5b1f2ef067bcee0bf18926834d354.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0037_jpg.rf.87dee029687a684b01dbf035e11dece4.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_23718246_jpg.rf.7e6ea4978b61bad920b8c9665acde8a9.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0130_jpg.rf.e3f777199bfd4ae2dcbdb448e5eb8520.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/ios_video_9_frame7_jpg.rf.ea8fd3f6d7e358a98f2d3374c78dcc10.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0129_jpg.rf.a478b90cd36841bf992749e044366e8d.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0021_jpg.rf.e291ce1110137b26b486baa7bd068969.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_93396539_jpg.rf.be31c28bf1a00160bb9fcd45a7563e16.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-00141_jpg.rf.368afdbb2c114cff407249386d15777d.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-86-_png.rf.bf2d1f33f29b6ada768240cfaa3d04b1.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-79-_png.rf.5118d634732bc764be7736de8413216e.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-81-_png.rf.9aa9b5c9cd9de41493b6a89e98a06774.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-6-_png.rf.0847d80b7eab1d267c6410fa6bcbbbf4.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0144_jpg.rf.1e07c4bd8fac90c3c9cd2798c595dfc7.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0037_jpg.rf.0101ad0d60ab11954024ac9779dfa2b2.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0022_jpg.rf.1ea37882a260662acc80411098194822.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_94818000_jpg.rf.c785dc250db7942e3a51471c4c45566c.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0164_jpg.rf.bf3a1832e6f7fd57661ad06cea9e46cf.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_22821677_jpg.rf.2fe607a2868387285f419107ae372052.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-5-_png.rf.5ec5d1b891891534cafb61a3c5130bcf.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0104_jpg.rf.d26b11178faf17daf0866716ef3e703c.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_98740074_jpg.rf.5da5dedb815841155ed21a452c32cfcf.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0016_jpg.rf.0897890a9fb31161c9f6756ae97b8d84.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0148_jpg.rf.93c3c3b65e0f2cdb55191f715a08045b.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-30-_png.rf.bdd84422dea8eb66f5df389a7fd98bfb.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0018_jpg.rf.19057f9dc63bdd8a5f7c0be52e6e0bcc.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0117_jpg.rf.d8335dab7ca4271ea95712c1a9aca1d8.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/andr_video_7_frame37_jpg.rf.e9e60b4aae82b8ef7d425784f6722fcb.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-37-_png.rf.244b45b3f4b19e7beea0aa3a765eff68.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_94472640_jpg.rf.ab49e172738595627d0171f19e9ba394.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0075_jpg.rf.5612473226fa18a3d28fe57b8d3069ae.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0118_jpg.rf.f7a59ebb297cf76bded8767ab4d97ed4.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0114_jpg.rf.82c6913ae40b58bcc19bf855e1fc180b.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/new_real-49-_jpg.rf.2b8956788b43044f93899eec1ef8a48a.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0073_jpg.rf.2996a08e0fdf00217ac691e57c547ae3.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/andr_video_6_frame83_jpg.rf.76908a6ebd904e6e408a7ff1b334f515.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-82-_png.rf.0829d1dee881b36be2d77d5c5454291f.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0008_jpg.rf.f2ae4aa0cc5908dc54d17f7330e79b59.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_24094391_jpg.rf.7a415247f07026ee15d326b8600b380f.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/andr_video_19_frame30_jpg.rf.2826bc76f72cc8cd35c060343a532d14.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-25-_png.rf.98abd45b99306d59ef653ee8f6f7c024.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_22145627_jpg.rf.bf897f64e6ff2f89e842fb5cd6646479.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0118_jpg.rf.533fcf1e3cc91c986cbd298fb84ed2a4.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_99768823_jpg.rf.e0ccfc85603d67ce5071e488c7580c92.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/new_real-27-_jpg.rf.d26a968ade45c9ea743ba302a51ccda8.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_98084650_jpg.rf.9523a9b603eb9f2dd6d207cc489fbdeb.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-12-_png.rf.c47c1856ca0a0df12a30b985720d1616.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/andr_video_3_frame55_jpg.rf.c36101a9097eec7435419afaacce6d97.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-23-_png.rf.b3cdc2096f842ad71737552e36ef9eb1.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0082_jpg.rf.5fd3663c39f2e9a7e18446a026e11280.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0069_jpg.rf.5754b003a813da5b42a99d7d55b244a5.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0023_jpg.rf.5f7cb81c648840318eca6c78a005b2a5.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_97843698_jpg.rf.8f3dfc69f59d79e86dfbab19305fa65a.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_93080215_jpg.rf.d490b3837728d2a39cca030ea2e33d56.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0056_jpg.rf.1d4e8e5719f09c629a45d6d7324b5aa9.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_98903134_jpg.rf.2abfd1d76b3ab21c412993e1e91a8755.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/andr_video_27_frame39_jpg.rf.581664024b8574f91676d966d1b8ea7f.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0176_jpg.rf.cccba0b8bc82b4e7d648d0b6a8834899.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/real-42-_png.rf.081f773e175e945795cd0e7bd0b4426f.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0009_jpg.rf.e03c033f0f7291a744b252d81fb92da0.jpg,Drowsy
Dataset/preproses/feature_extract/Drowsy/face-0027_jpg.rf.c46226711e85317b109257efaf885850.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/andr_video_11_frame28_jpg.rf.69859fea7e25b25d06d1893449e54c2e.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/Training_24212024_jpg.rf.279ef80c3be13368f56d7de34eb7fc82.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0004_jpg.rf.a8a79018372ee86655f046233765f343.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/Training_95793305_jpg.rf.bf9b3a42ea4fc03ef2ef81c4d1990693.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0012_jpg.rf.7863d3084b6c42a02791dc1522e2aeb2.jpg,Drowsy
Dataset/preproses/feature_extract/Neutral/new_real-56-_jpg.rf.bf50121ca41ad64922d1ec9962624e6b.jpg,Neutral
Dataset/preproses/feature_extract/Neutral/real-16-_png.rf.24e037ab50e711b3783d6ad24a20b409.jpg,Neutral
Dataset/preproses/feature_extract/Drowsy/face-0004_jpg.rf.44eafcd88bf86a100428bddb21460f8b.jpg,Drowsy
